Day,Mean,Site ID,Name,Basin
2022-12-18,2.004916666666667,401211,Colemans ,Upper Murray River Basin
2022-12-19,1.8339583333333334,401211,Colemans ,Upper Murray River Basin
2022-12-20,1.6968333333333334,401211,Colemans ,Upper Murray River Basin
2022-12-21,1.6974583333333335,401211,Colemans ,Upper Murray River Basin
2022-12-22,1.6965000000000001,401211,Colemans ,Upper Murray River Basin
2022-12-23,1.695125,401211,Colemans ,Upper Murray River Basin
2022-12-24,1.6432083333333332,401211,Colemans ,Upper Murray River Basin
2022-12-25,1.5622083333333334,401211,Colemans ,Upper Murray River Basin
2022-12-26,1.6429583333333333,401211,Colemans ,Upper Murray River Basin
2022-12-27,1.91,401211,Colemans ,Upper Murray River Basin
2022-10-01,1.0676666666666665,401220,McCallums ,Upper Murray River Basin
2022-10-02,1.05125,401220,McCallums ,Upper Murray River Basin
2022-10-03,1.0371249999999999,401220,McCallums ,Upper Murray River Basin
2022-10-04,1.0244166666666665,401220,McCallums ,Upper Murray River Basin
2022-10-05,1.0152083333333333,401220,McCallums ,Upper Murray River Basin
2022-10-06,1.0818333333333332,401220,McCallums ,Upper Murray River Basin
2022-10-07,1.1843333333333332,401220,McCallums ,Upper Murray River Basin
2022-10-08,1.140625,401220,McCallums ,Upper Murray River Basin
2022-10-09,1.0554166666666667,401220,McCallums ,Upper Murray River Basin
2022-10-10,1.031625,401220,McCallums ,Upper Murray River Basin
2022-10-11,1.0178333333333334,401220,McCallums ,Upper Murray River Basin
2022-10-12,1.008,401220,McCallums ,Upper Murray River Basin
2022-10-13,1.0574583333333332,401220,McCallums ,Upper Murray River Basin
2022-10-14,1.379875,401220,McCallums ,Upper Murray River Basin
2022-10-15,1.152625,401220,McCallums ,Upper Murray River Basin
2022-10-16,1.1047083333333334,401220,McCallums ,Upper Murray River Basin
2022-10-17,1.0785833333333332,401220,McCallums ,Upper Murray River Basin
2022-10-18,1.0612916666666667,401220,McCallums ,Upper Murray River Basin
2022-10-19,1.0473333333333332,401220,McCallums ,Upper Murray River Basin
2022-10-20,1.0292916666666667,401220,McCallums ,Upper Murray River Basin
2022-10-21,1.0254166666666666,401220,McCallums ,Upper Murray River Basin
2022-10-22,1.3070416666666667,401220,McCallums ,Upper Murray River Basin
2022-10-23,1.2355,401220,McCallums ,Upper Murray River Basin
2022-10-24,1.1484583333333334,401220,McCallums ,Upper Murray River Basin
2022-10-25,1.1290833333333332,401220,McCallums ,Upper Murray River Basin
2022-10-26,1.1673333333333333,401220,McCallums ,Upper Murray River Basin
2022-10-27,1.2292916666666667,401220,McCallums ,Upper Murray River Basin
2022-10-28,1.376125,401220,McCallums ,Upper Murray River Basin
2022-10-29,1.341,401220,McCallums ,Upper Murray River Basin
2022-10-30,1.2872083333333333,401220,McCallums ,Upper Murray River Basin
2022-10-31,1.9595,401220,McCallums ,Upper Murray River Basin
